,a0.surv,bc.surv,a1.surv.one,a1.surv.two,a1.surv.three,a1.surv.four,aS.surv.siteA,aS.surv.siteB,aS.surv.siteC,aS.surv.siteD,aS.surv.siteE,a0.gr,bc.gr,a1.gr.one,a1.gr.two,a1.gr.three,a1.gr.four,bcTSF.gr.one,bcTSF.gr.two,bcTSF.gr.three,bcTSF.gr.four,aS.gr.siteA,aS.gr.siteB,aS.gr.siteC,aS.gr.siteD,aS.gr.siteE,a0.sds,a1.sds.one,a1.sds.two,a1.sds.three,a1.sds.four,aS.sds.siteA,aS.sds.siteB,aS.sds.siteC,aS.sds.siteD,aS.sds.siteE,a0.fl,bc.fl,a1.fl.two,a1.fl.three,a1.fl.four,bcTSF.fl.two,bcTSF.fl.three,bcTSF.fl.four,aS.fl.siteA,aS.fl.siteB,aS.fl.siteC,aS.fl.siteD,aS.fl.siteE,a0.fs,bc.fs,a1.fs.two,a1.fs.three,a1.fs.four,aS.fs.siteA,aS.fs.siteB,aS.fs.siteC,aS.fs.siteD,aS.fs.siteE,a0.fps,bc.fps,a1.fps.two,a1.fps.three,a1.fps.four,aS.fps.siteA,aS.fps.siteB,aS.fps.siteC,aS.fps.siteD,aS.fps.siteE,a0.goCont,a1.goCont.burned,a1.goCont.unburned,aS.goCont.1,aS.goCont.2,aS.goCont.3,aS.goCont.4,aS.goCont.5,aS.goCont.6,aS.goCont.7,a0.staySB,a1.staySB.burned,a1.staySB.unburned,aS.staySB.1,aS.staySB.2,aS.staySB.3,aS.staySB.4,aS.staySB.5,aS.staySB.6,aS.staySB.7,a0.outSB,a1.outSB.burned,a1.outSB.unburned,aS.outSB.1,aS.outSB.2,aS.outSB.3,aS.outSB.4,aS.outSB.5,aS.outSB.6,aS.outSB.7
934,-3.997493,0.852082,2.085346,1.148621,-2.03219,-1.201777,0.643628,0.424712,0.253516,0.02069,-1.342546,2.261686,0.680269,1.351139,-0.087898,-1.137996,-0.125246,-0.105261,-0.052453,0.200153,-0.04244,-0.235643,0.025369,0.229685,-0.312029,0.292617,3.971331,-0.734522,0.447543,0.144038,0.142941,-0.255998,-0.009062,-0.38938,-0.288263,0.942704,-10.057759,1.68978,-6.867009,5.179008,1.688,0.883989,-0.81804,-0.065949,1.096465,-0.481118,-0.018394,-0.413893,-0.18306,-3.527594,0.655615,-0.352012,0.295887,0.056125,0.305287,-0.195075,0.302824,-0.077439,-0.335597,-0.054035,0.237864,0.325605,-0.03172,-0.293885,0.061182,0.005014,-0.033004,-0.011388,-0.021804,-2.508162,0.744289,-0.744289,0.136682,-0.013736,-0.015038,-0.020741,-0.002844,-0.042462,-0.04186,1.033384,-0.727471,0.727471,-0.494379,-0.370203,0.004215,0.031895,-0.251234,0.542205,0.537501,-3.28784,0.331567,-0.331567,-0.154375,0.210158,-0.214912,0.901759,0.967987,-0.296161,-1.414456
935,-3.449287,0.771101,2.064337,1.181958,-1.827903,-1.418391,0.757546,0.947968,0.150765,-0.26409,-1.592188,2.1953,0.694641,1.234343,-0.111102,-1.521152,0.397911,-0.085766,-0.04732,0.253045,-0.119959,-0.329166,-0.147928,0.170761,-0.213157,0.519489,4.053428,-0.768619,0.561289,0.111003,0.096327,0.197871,-0.345195,-0.455545,-0.345558,0.948427,-9.561627,1.662601,-4.873187,4.253255,0.619932,0.55892,-0.659067,0.100147,1.007852,-0.152093,-0.176477,-0.463197,-0.216085,-3.483466,0.643534,-0.531777,0.374197,0.15758,0.213396,-0.326416,0.263061,-0.059387,-0.090654,-0.116299,0.256608,0.280886,-0.064201,-0.216685,-0.043214,-0.095564,-0.045298,-5.70E-05,0.184132,-2.377966,0.671927,-0.671927,0.033969,-0.01597,-0.051928,0.017008,-0.004267,0.045013,-0.023826,0.921443,-0.668838,0.668838,-0.236349,-0.287826,-0.033997,0.027508,-0.315144,0.475929,0.369879,-3.265455,0.482981,-0.482981,-0.241412,0.398779,-0.390344,0.413702,0.842814,0.166769,-1.19031
936,-3.444471,0.738885,2.0352,1.061308,-1.847327,-1.249181,0.750602,0.712242,0.272836,-0.109246,-1.626434,2.242832,0.674757,1.29587,0.061741,-1.061329,-0.296281,-0.097638,-0.078365,0.168621,0.007381,-0.221737,-0.164816,0.226949,-0.228307,0.387911,4.002107,-0.676649,0.212151,0.390167,0.074331,0.047771,-0.147625,-0.446365,-0.374852,0.921071,-9.366041,1.624211,-5.18892,4.077685,1.111234,0.634187,-0.61668,-0.017508,1.053409,-0.143439,-0.116143,-0.525873,-0.267955,-3.681366,0.672591,-0.398542,0.301216,0.097325,0.210697,-0.363687,0.298712,0.055641,-0.201364,0.372233,0.169675,0.260052,-0.118634,-0.141419,-0.193665,-0.054663,0.018042,0.012349,0.217936,-2.605092,0.643097,-0.643097,-0.023912,0.009749,0.014813,-0.006267,0.005344,0.014174,-0.0139,1.121844,-0.731754,0.731754,-0.177976,-0.718434,-0.02989,-0.02524,-0.090975,0.613009,0.429507,-3.198556,0.376173,-0.376173,0.463499,0.071601,-0.547261,0.704061,0.635094,-0.230895,-1.096099
937,-3.783654,0.793536,2.080261,1.161357,-1.960955,-1.280663,0.52638,0.814565,0.11531,0.00738,-1.463635,2.209196,0.677283,1.224335,0.05933,-1.297148,0.013483,-0.075659,-0.076699,0.207825,-0.055467,-0.207867,-0.176827,0.241558,-0.21455,0.357685,4.009522,-0.608687,0.374911,0.24291,-0.009134,0.197825,-0.239108,-0.313448,-0.44187,0.796601,-9.821501,1.69872,-5.483654,4.785556,0.698097,0.673196,-0.773887,0.100691,0.740282,0.02729,-0.40116,-0.412371,0.045959,-2.920678,0.550773,-0.315239,0.156566,0.158673,0.149095,-0.253931,0.451881,0.124431,-0.471477,0.207123,0.199466,0.254207,-0.086463,-0.167744,-0.094794,-0.047902,0.057101,-0.00892,0.094515,-2.378268,0.414431,-0.414431,0.383295,-0.222681,-0.016749,-0.024681,-0.051279,-0.114265,0.046359,1.114765,-0.679798,0.679798,-0.247746,-0.459541,0.188933,-0.356217,-0.279909,0.581272,0.573207,-2.935023,0.366722,-0.366722,0.106302,0.256932,-0.195436,0.040663,0.735636,0.005589,-0.949685
938,-3.301177,0.74317,1.870221,1.12907,-1.72909,-1.2702,0.572372,0.891129,0.181273,-0.233231,-1.411542,2.3179,0.668009,1.462194,-0.469733,-1.156158,0.163697,-0.181702,0.029388,0.20049,-0.048176,-0.514278,-0.021219,0.168742,-0.271247,0.638002,3.923322,-0.658955,0.512775,0.029507,0.116672,-0.087864,-0.089533,-0.433749,-0.342226,0.953372,-9.058068,1.624525,-3.680629,3.934779,-0.254151,0.381664,-0.592103,0.210438,0.910138,-0.04125,-0.078359,-0.708497,-0.082032,-3.733778,0.665455,-0.481809,0.246746,0.235063,0.326885,-0.479628,0.407159,0.145365,-0.39978,-0.240677,0.272498,0.153588,-0.018657,-0.134931,-0.117363,-0.013658,-0.06563,0.002833,0.193818,-2.362978,0.486407,-0.486407,0.100834,0.001588,-0.392244,-0.171067,0.282732,0.132223,0.045935,1.000386,-0.748136,0.748136,-0.246104,-0.22539,-0.262065,0.010535,-0.12705,0.50024,0.349834,-3.153344,0.302159,-0.302159,0.125812,0.071336,0.006875,0.227561,0.417401,-0.150592,-0.698393
939,-3.294712,0.688246,1.909776,1.075535,-1.790117,-1.195194,0.465968,0.725968,0.163362,0.053538,-1.408836,2.295631,0.656135,1.204671,-0.485405,-0.877806,0.15854,-0.086009,0.022939,0.1374,-0.074331,-0.247125,-0.159762,0.263304,-0.183322,0.326905,3.852757,-0.655954,0.069163,0.311173,0.275618,-0.06088,-0.278008,-0.405766,-0.230155,0.97481,-9.390257,1.618734,-4.371917,3.500901,0.871017,0.471404,-0.4975,0.026096,0.800529,-0.310484,0.02796,-0.428243,-0.089761,-3.685545,0.668359,-0.424026,0.296365,0.127661,0.317181,-0.404667,0.315969,0.076724,-0.305206,-0.11489,0.240996,0.227526,-0.100393,-0.127134,-0.135863,-0.193917,-0.06481,0.123689,0.2709,-2.57603,0.733408,-0.733408,0.246899,0.183895,-0.099825,-0.256189,0.393536,-0.338956,-0.129359,1.112456,-0.659095,0.659095,-0.354091,-0.388754,-0.068241,-0.060987,-0.140504,0.582622,0.429955,-3.014749,0.26105,-0.26105,-0.185776,0.409968,-0.396573,0.281285,0.547415,-0.044827,-0.611492
940,-3.126051,0.644489,1.625928,0.994171,-1.866909,-0.75319,0.518809,0.298548,0.134792,0.24805,-1.200199,2.21236,0.672608,1.365121,-0.21104,-0.819223,-0.334858,-0.138228,-0.041362,0.13812,0.04147,-0.276833,-0.22016,0.173511,-0.151672,0.475153,3.971501,-0.645057,0.44434,0.065633,0.135085,0.090848,-0.173352,-0.396968,-0.394992,0.874463,-7.881113,1.364294,-4.420452,4.176445,0.244007,0.509572,-0.65518,0.145608,0.674433,-0.054566,-0.102724,-0.598513,0.08137,-3.027212,0.564437,-0.618158,0.347318,0.270839,0.103272,-0.407859,0.465388,-0.128448,-0.032353,-0.413495,0.287797,0.256984,-0.091532,-0.165452,-0.026631,-0.213775,-0.077213,0.120536,0.197083,-2.617987,0.677206,-0.677206,0.555509,0.557803,0.136767,-0.046854,0.536026,-0.806003,-0.933248,1.109552,-0.625059,0.625059,-0.136168,-0.132716,-0.18654,-0.070909,-0.279669,0.420108,0.385893,-3.335837,0.374888,-0.374888,0.053358,0.378411,-0.695498,0.483722,0.388597,0.187971,-0.796562
941,-3.249147,0.712303,2.017045,1.202227,-1.813483,-1.405789,0.672203,0.800433,0.37956,-0.196186,-1.65601,2.015888,0.722468,1.331866,-0.148816,-1.224269,0.041219,-0.119103,-0.044505,0.197764,-0.034156,-0.417111,-0.149212,0.098373,-0.16617,0.634119,3.936203,-0.791267,0.484305,0.155355,0.151607,0.168791,-0.387486,-0.411638,-0.210619,0.840953,-8.984891,1.567398,-3.838351,4.023486,-0.185135,0.369339,-0.579845,0.210506,0.790661,0.130969,0.008227,-0.699164,-0.230693,-3.864816,0.711526,-0.461292,0.331039,0.130253,0.330826,-0.423668,0.207528,-0.002883,-0.111803,0.153019,0.211126,0.285533,-0.019978,-0.265555,-0.047362,0.01651,-0.046476,-0.076882,0.15421,-2.634101,0.871661,-0.871661,0.070049,-0.037208,0.003702,-0.002677,0.048784,-0.035173,-0.047477,1.008788,-0.6916,0.6916,-0.178458,-0.364637,0.211531,-0.299828,-0.260919,0.533447,0.358863,-3.314256,0.25101,-0.25101,0.295374,0.423535,-0.362482,0.415948,0.582638,-0.002793,-1.352219
942,-3.013071,0.664093,1.89608,1.155584,-1.905606,-1.146058,0.490755,0.723339,0.327737,-0.143424,-1.398408,2.244716,0.687432,1.488679,-0.213073,-1.058577,-0.217029,-0.147733,-0.016303,0.17603,-0.011995,-0.341004,0.030623,0.194389,-0.312858,0.428849,4.142793,-0.540461,0.563493,0.169849,-0.192881,0.3645,-0.080351,-0.219547,-0.693419,0.628816,-10.558695,1.78239,-8.569695,5.638503,2.931193,1.171668,-0.850388,-0.32128,0.936028,-0.095475,-0.168777,-0.483741,-0.188034,-3.058428,0.572063,-0.499499,0.368959,0.13054,0.19369,-0.33028,0.331591,-0.103507,-0.091494,-0.193992,0.269786,0.272707,-0.002198,-0.270509,0.026171,-0.090295,-0.144281,-0.036552,0.244957,-2.456956,0.660658,-0.660658,0.244986,0.093456,-0.039181,0.035742,0.006469,-0.071409,-0.270064,1.05381,-0.682411,0.682411,-0.212807,-0.315192,0.004818,-0.149295,-0.049098,0.416509,0.305064,-3.316478,0.242003,-0.242003,0.172143,0.32825,-0.77831,0.685753,0.618182,0.048281,-1.0743
943,-3.407767,0.713997,1.85652,1.145564,-2.065418,-0.936666,0.41082,0.61712,0.256043,0.194331,-1.478315,2.415691,0.640849,1.321053,-0.32829,-0.840732,-0.15203,-0.142117,-0.009171,0.121154,0.030134,-0.38527,-0.148435,0.124495,-0.178605,0.587815,3.939664,-0.719585,0.276216,0.29338,0.149989,0.003184,-0.257694,-0.413983,-0.244336,0.91283,-8.982283,1.543368,-4.306492,4.082834,0.223658,0.441428,-0.600306,0.158878,0.807817,0.088519,-0.023617,-0.721083,-0.151635,-3.385144,0.632981,-0.432589,0.279102,0.153487,0.149575,-0.296684,0.272273,-0.089489,-0.035675,-0.51579,0.314421,0.145764,0.010566,-0.15633,-0.080168,-0.163927,-0.015604,0.055312,0.204387,-2.542125,0.718195,-0.718195,0.618166,-0.252856,-0.286809,-0.380904,0.038641,0.324518,-0.060755,1.022176,-0.683857,0.683857,-0.285366,-0.483292,0.008265,0.096662,-0.284385,0.495031,0.453085,-2.988108,0.251493,-0.251493,-0.23104,-0.33572,-0.105517,-0.024154,0.839317,0.282829,-0.425716
944,-3.62284,0.76539,1.850274,1.096539,-2.033223,-0.91359,0.425826,0.406474,0.184612,0.076543,-1.093455,2.473495,0.639676,1.553788,-0.356436,-1.10442,-0.092932,-0.1886,0.017863,0.198817,-0.02808,-0.243403,-0.004244,0.073209,-0.346337,0.520775,3.978488,-0.756819,0.506851,0.175038,0.074929,-0.040363,-0.186838,-0.332829,-0.329056,0.889086,-9.237228,1.590279,-5.830749,4.89848,0.932269,0.77146,-0.772661,0.001201,0.870247,-0.461541,0.121255,-0.577722,0.047761,-3.202551,0.602124,-0.48573,0.360281,0.125449,0.134355,-0.064106,0.406082,-0.145783,-0.330548,-0.155735,0.257206,0.225544,-0.092178,-0.133366,-0.127177,0.101327,-0.077274,0.082685,0.02044,-2.625358,0.771922,-0.771922,0.316765,0.027754,-0.178645,-0.027565,0.113463,-0.226626,-0.025147,1.224252,-0.674575,0.674575,-0.295996,-0.360433,-0.031149,0.081802,-0.310278,0.383538,0.532517,-3.078955,0.296487,-0.296487,0.123077,0.095315,-0.640065,0.654561,0.619294,0.377185,-1.229367
945,-3.606567,0.749631,1.936,1.183121,-1.808935,-1.310186,0.813519,0.868062,0.099481,0.005605,-1.786667,2.426551,0.654969,1.15042,-0.394482,-0.456241,-0.299697,-0.089494,0.001531,0.065909,0.022054,-0.311061,-0.114038,0.158351,-0.272262,0.53901,4.011653,-0.617628,0.494602,0.079059,0.043967,0.115477,-0.00921,-0.394324,-0.463332,0.751389,-9.642355,1.621619,-6.231961,4.424136,1.807825,0.786335,-0.664159,-0.122176,0.958155,-0.260988,-0.103996,-0.424721,-0.168449,-3.839138,0.707176,-0.581716,0.400648,0.181068,0.224278,-0.275779,0.231831,-0.12598,-0.05435,-0.325026,0.279945,0.14785,-0.003442,-0.144409,-0.112152,-0.155897,0.027015,0.059805,0.181229,-2.531975,0.618808,-0.618808,0.020476,-0.003915,0.018018,-0.003936,-0.030184,0.003299,-0.003757,1.030742,-0.734288,0.734288,-0.276404,-0.581155,-0.149876,-0.165022,-0.128591,0.805521,0.495527,-3.443223,0.267901,-0.267901,-0.373122,0.553097,-1.205232,0.95156,0.728988,0.485479,-1.14077
946,-3.189281,0.697803,1.772724,1.242046,-2.029662,-0.985107,0.545345,0.686775,0.223253,-0.148071,-1.307302,2.372379,0.65911,1.427683,-0.340571,-1.289409,0.202296,-0.154915,0.011506,0.215987,-0.072578,-0.319598,-0.036839,0.068839,-0.306348,0.593946,3.970137,-0.723547,0.325119,0.24976,0.148668,0.101653,-0.144787,-0.466426,-0.308594,0.818153,-9.964594,1.774807,-4.149584,3.952478,0.197105,0.449691,-0.62554,0.175849,1.047954,-0.016312,-0.255914,-0.740213,-0.035515,-3.617454,0.664841,-0.444587,0.331389,0.113198,0.184076,-0.014336,0.317615,0.019063,-0.506419,0.010356,0.231856,0.224051,-0.029017,-0.195035,-0.129896,-0.028955,0.019852,-0.029057,0.168055,-2.534323,0.563927,-0.563927,0.337182,0.1137,0.075892,-0.337945,0.333808,-0.258885,-0.263751,1.129157,-0.706257,0.706257,-0.152474,-0.502068,-0.033707,-0.245382,-0.269053,0.733196,0.469488,-3.166876,0.251433,-0.251433,-0.598039,0.399286,-0.366139,0.389054,0.836254,0.252189,-0.912605
947,-3.007018,0.663723,1.793312,1.093684,-1.707152,-1.179844,0.363317,0.667866,0.180457,-0.110395,-1.101245,2.486668,0.640862,1.282321,-0.324685,-0.568997,-0.388639,-0.1066,0.003413,0.079133,0.024054,-0.216327,-0.033689,0.131543,-0.341333,0.459806,3.958452,-0.659239,0.328288,0.280175,0.050775,0.130162,-0.218867,-0.383588,-0.356863,0.829156,-8.774424,1.5285,-4.330944,4.204325,0.126619,0.486561,-0.656079,0.169517,0.952332,-0.215675,-0.004042,-0.714211,-0.018403,-3.941636,0.705906,-0.519386,0.355169,0.164218,0.306426,-0.420901,0.252467,-0.01513,-0.122862,0.048686,0.228482,0.130804,0.020597,-0.151402,-0.136365,-0.121728,-0.093242,-0.096046,0.447382,-2.499267,0.552559,-0.552559,0.171226,0.245222,-0.43412,-0.26821,0.243999,0.164876,-0.122992,1.000296,-0.657797,0.657797,-0.264397,-0.502053,-0.0298,0.131805,-0.057288,0.544627,0.177105,-3.020305,0.035617,-0.035617,0.031364,0.08275,-0.529187,0.159026,0.537061,0.215052,-0.496065
948,-3.395179,0.721449,2.153186,1.203204,-1.849687,-1.506702,0.892213,0.63404,0.250997,-0.177699,-1.599551,2.520968,0.63873,1.234586,-0.256108,-0.992806,0.014329,-0.105417,-0.015881,0.16306,-0.041762,-0.256631,0.029851,0.117571,-0.317858,0.427067,3.846019,-0.752881,0.394778,0.118984,0.239119,-0.071978,-0.334729,-0.403735,-0.171455,0.981897,-7.736564,1.341611,-3.11557,3.561228,-0.445658,0.277862,-0.506896,0.229034,0.961071,-0.019982,0.099091,-0.568323,-0.471857,-4.125271,0.755013,-0.499621,0.402256,0.097365,0.241617,-0.162956,0.142431,-0.11564,-0.105452,-0.337857,0.286602,0.261797,-0.081037,-0.18076,-0.002713,-0.029307,-0.095012,-0.001176,0.128209,-2.488214,0.51651,-0.51651,0.222515,-0.003643,-0.026379,-0.083143,0.01603,-0.052799,-0.072581,1.059679,-0.711712,0.711712,-0.315763,-0.447957,0.007151,-0.0438,-0.157928,0.479057,0.479241,-2.932193,0.312644,-0.312644,-0.077415,0.165798,-0.442712,0.541304,0.539394,-0.273168,-0.4532
949,-3.377354,0.769313,2.188317,1.048944,-1.871938,-1.365322,0.606989,0.8238,0.390036,-0.370629,-1.450196,2.36492,0.664856,1.273254,-0.780157,-0.561685,0.068588,-0.109763,0.072146,0.101469,-0.063851,-0.242745,-0.065178,0.060384,-0.271591,0.519129,4.049565,-0.658338,0.269853,0.397764,-0.009278,0.11273,-0.125127,-0.372866,-0.449712,0.834975,-8.383737,1.481184,-2.483565,2.705605,-0.222039,0.201784,-0.414665,0.212881,0.882763,-0.066244,-0.292511,-0.72501,0.201001,-3.425773,0.640615,-0.51252,0.300079,0.21244,0.170317,-0.083961,0.210761,-0.109097,-0.18802,0.029843,0.228523,0.16383,-0.059745,-0.104085,-0.196647,-0.078603,-0.089721,0.016296,0.348675,-2.53127,0.578834,-0.578834,0.336077,0.121715,-0.222581,-0.113505,0.000647,-0.069067,-0.053284,1.06401,-0.67711,0.67711,-0.371737,-0.378775,0.108261,-0.092662,-0.067116,0.411008,0.391021,-3.280506,0.257675,-0.257675,-0.119949,0.164454,-0.218402,0.15547,0.241693,-0.068914,-0.154351
950,-3.208029,0.704802,2.05148,1.397623,-1.812316,-1.636787,0.860565,0.802387,0.410426,-0.279294,-1.794084,2.192612,0.686765,1.395274,-0.156799,-1.297485,0.05901,-0.121841,-0.037377,0.210816,-0.051598,-0.301127,-0.040855,0.246912,-0.21826,0.313331,3.938301,-0.731536,0.482231,0.192499,0.056807,0.005413,-0.27766,-0.315578,-0.29687,0.884695,-9.494156,1.655807,-5.837004,4.160488,1.676516,0.74382,-0.626452,-0.117367,0.82054,0.11804,-0.109835,-0.779099,-0.049646,-3.160499,0.583691,-0.335314,0.259066,0.076248,0.192563,-0.367585,0.451462,0.117776,-0.394215,-0.38108,0.298318,0.144468,0.006183,-0.150651,-0.120064,0.011153,-0.027924,-0.025854,0.16269,-2.562605,0.742067,-0.742067,0.020739,0.103878,-0.088051,0.027474,-0.059664,-0.023468,0.019092,1.04613,-0.659557,0.659557,-0.279616,-0.340507,-0.123471,0.119092,-0.016694,0.376814,0.264381,-3.183132,0.318121,-0.318121,0.015419,0.313767,-0.47489,0.468553,0.811716,0.028163,-1.162728
951,-3.255358,0.68544,1.757954,1.080512,-1.845658,-0.992807,0.319142,0.804499,0.103534,0.058318,-1.285493,2.15279,0.696765,1.252241,-0.445417,-1.144472,0.337648,-0.104291,0.003117,0.197417,-0.096244,-0.345728,-0.175227,0.145392,-0.165911,0.541475,3.977993,-0.887338,0.456817,0.216616,0.213905,-0.086483,-0.42784,-0.441278,-0.151047,1.106648,-10.461807,1.815821,-5.309767,3.681892,1.627875,0.595916,-0.526802,-0.069114,0.914024,-0.026114,-0.223847,-0.611528,-0.052535,-3.593865,0.664227,-0.461911,0.308739,0.153172,0.370707,-0.332322,0.238109,0.117696,-0.394189,-0.146322,0.251671,0.216384,-0.074957,-0.141427,-0.103129,-0.005992,-0.065361,0.004796,0.169687,-2.553843,0.980133,-0.980133,0.019256,0.003407,-0.026796,-0.01866,0.014943,0.01494,-0.007089,1.065672,-0.719052,0.719052,-0.301004,-0.649204,0.030888,-0.200465,0.017421,0.672914,0.429451,-3.173798,0.45893,-0.45893,-0.227636,0.162493,-0.399479,0.90389,0.636903,-0.248752,-0.827419
952,-3.44834,0.75137,2.076301,1.1897,-1.955489,-1.310512,0.752305,0.855732,0.492704,-0.153068,-1.947674,2.208088,0.683683,1.050806,-0.045299,-1.447056,0.441549,-0.036106,-0.055353,0.230596,-0.139137,-0.209026,-0.16179,0.171706,-0.206358,0.405468,3.820873,-0.682816,0.363669,0.138599,0.180549,-0.424429,-0.192426,-0.232265,-0.204496,1.053615,-8.934327,1.583904,-5.042402,3.681402,1.360999,0.602432,-0.538534,-0.063898,0.755931,0.025194,-0.185989,-0.591726,-0.00341,-3.34174,0.633724,-0.431643,0.306026,0.125617,0.18978,-0.322167,0.277106,-0.118613,-0.026106,0.258546,0.195119,0.22016,-0.09947,-0.120691,-0.178679,-0.044616,-0.010693,-0.023211,0.257199,-2.771251,0.866945,-0.866945,0.666109,0.295073,-0.274673,-0.233106,-0.182479,-0.189619,-0.081306,1.069278,-0.666312,0.666312,-0.351703,-0.384306,-0.219978,-0.228794,-0.041515,0.824717,0.401579,-3.186071,0.370933,-0.370933,-0.542375,0.125276,-0.445665,0.256815,0.685031,0.174692,-0.253774
953,-3.678229,0.815374,2.174417,1.353174,-1.991574,-1.536017,0.755935,0.980501,0.550822,-0.354005,-1.933253,2.191227,0.694436,1.266436,-0.22716,-1.024179,-0.015098,-0.061844,-0.025131,0.169791,-0.082815,-0.058197,-0.150172,0.109858,-0.307674,0.406185,3.793322,-0.739451,0.191238,0.294073,0.25414,-0.236294,-0.315934,-0.339417,-0.106863,0.998507,-10.639278,1.836541,-5.817897,4.867199,0.950698,0.68692,-0.720126,0.033206,0.918573,-0.0384,0.037552,-0.649811,-0.267914,-3.30702,0.605291,-0.569025,0.352369,0.216657,0.149927,-0.333193,0.411582,-0.034632,-0.193683,0.346205,0.180414,0.187783,0.008176,-0.19596,-0.119123,-0.112423,0.075272,-0.095574,0.251849,-2.458853,0.762891,-0.762891,0.014509,0.003357,0.033116,0.001129,-0.005299,-0.053087,0.006275,0.985089,-0.646453,0.646453,-0.028231,-0.471833,0.020585,-0.227424,-0.398063,0.653556,0.451409,-3.209192,0.155691,-0.155691,0.010589,0.540277,-0.224492,0.584147,0.690055,-0.363856,-1.23672
954,-3.525789,0.787316,2.205192,1.109593,-1.855526,-1.459258,0.831326,0.686869,0.213613,-0.28632,-1.445487,2.56233,0.627021,1.045675,-0.367428,-1.034659,0.356411,-0.048179,0.014592,0.160457,-0.12687,-0.280052,-0.005614,0.147612,-0.318672,0.456726,3.906972,-0.769072,0.187187,0.317854,0.264031,0.014624,-0.303002,-0.491852,-0.242831,1.023061,-8.308811,1.429601,-4.541268,4.804784,-0.263516,0.554164,-0.752911,0.198747,0.720804,-0.196452,0.27267,-0.525684,-0.271339,-3.819304,0.678769,-0.569197,0.387348,0.181849,0.376981,-0.441643,0.327901,0.054945,-0.318183,0.092007,0.218226,0.213357,-0.084164,-0.129193,-0.159551,0.054465,-0.056146,-0.003893,0.165124,-2.543972,0.695607,-0.695607,-0.000861,0.174048,-0.205189,0.054557,0.158358,-0.183001,0.002089,1.054487,-0.683565,0.683565,-0.148812,-0.344579,-0.11455,-0.108484,-0.236256,0.543082,0.409599,-3.075768,0.239082,-0.239082,0.191399,-0.005793,-0.48862,0.387378,0.662502,-0.17302,-0.573847
955,-3.471856,0.734961,1.772763,1.116022,-1.978148,-0.910638,0.652108,0.422204,0.034936,0.113812,-1.22306,2.273169,0.677493,1.174577,-0.290799,-0.957072,0.073295,-0.073281,-0.014109,0.14127,-0.05388,-0.312368,-0.092295,0.10138,-0.281969,0.585252,3.953409,-0.634023,0.381222,0.1678,0.085,0.172535,-0.33296,-0.300633,-0.405609,0.866668,-8.986569,1.574216,-4.822328,4.442577,0.379751,0.594635,-0.70625,0.111615,1.240403,-0.248337,-0.24758,-0.577144,-0.167342,-3.650671,0.667016,-0.402465,0.291328,0.111137,0.268577,-0.279715,0.35135,-0.033165,-0.307047,-0.11127,0.253199,0.289909,-0.008218,-0.281691,0.002937,0.032529,-0.075048,-0.016876,0.056458,-2.565993,0.822542,-0.822542,0.362595,0.133227,0.049503,-0.16761,-0.092976,-0.13766,-0.147079,1.062007,-0.634128,0.634128,-0.282674,-0.454355,-0.045476,-0.204627,-0.408042,0.773764,0.62141,-3.148129,0.263426,-0.263426,-0.125389,-0.168526,-0.633268,0.877386,0.588669,0.072858,-0.611729
956,-3.434022,0.745415,1.974663,1.300743,-1.899129,-1.376276,0.706329,0.493026,0.345236,-0.200391,-1.344199,2.329984,0.653719,1.597414,-0.560346,-1.012367,-0.0247,-0.19976,0.044492,0.166448,-0.01118,-0.428346,-0.081232,0.153063,-0.231951,0.588465,4.09411,-0.768547,0.386237,0.244407,0.137903,0.433768,-0.365755,-0.54811,-0.407339,0.887436,-9.913677,1.660693,-7.19584,5.446724,1.749115,0.951678,-0.843937,-0.107741,0.933943,-0.087095,-0.025684,-0.356553,-0.464612,-3.703591,0.680943,-0.52385,0.362777,0.161074,0.292855,-0.157037,0.127558,-0.04386,-0.219517,0.010907,0.238959,0.208259,-0.025823,-0.182435,-0.136777,-0.146854,-0.010254,-0.040935,0.334818,-2.488434,0.735723,-0.735723,0.060568,0.094625,0.08505,-0.140608,-0.059611,-0.149345,0.109322,1.124944,-0.717865,0.717865,-0.185052,-0.550014,0.014066,-0.106224,-0.077635,0.429924,0.474935,-3.395977,0.215483,-0.215483,0.182266,0.224034,-0.160803,0.159944,0.558597,-0.195576,-0.768462
